genotype,fitness,tree_depth,original_phenotype,phenotype,fitness_validation,other_info,mapping_values
"[[0], [0], [3, 1], [1, 0], [0, 0, 0, 2], [0, 0, 1, 0, 3, 3, 0], [1, 1, 1, 0, 0, 0, 0, 1], [0, 0, 0, 1]]",0.3135626951549883,7,Constant+((Constant+Constant-x[0]+x[0])/x[0]/x[1]+Constant),0.9287668142147812+((0.5623240043334542+0.107508258817675-x[0]+x[0])/x[0]/x[1]+0.4456748034851572),0.2900352111776452,{'errortest': 0.3196352223328366},"[1, 1, 2, 2, 4, 7, 8, 4]"
"[[0], [1], [2, 1], [3, 0, 1], [2, 0, 0, 1], [1, 1, 3, 1, 1, 3, 1], [0, 0, 1, 1, 0, 0, 0, 1], [0, 1, 1, 0, 1]]",0.468010347838158,7,((x[0]**Constant)-(x[1]-Constant/Constant-(x[1]-x[0]/(x[1]-Constant)))),((x[0]**0.6775721882928112)-(x[1]-0.19620401723330505/0.7718998065978709-(x[1]-x[0]/(x[1]-0.3072947039421615)))),0.4062909150718083,{'errortest': 0.47008760745805256},"[1, 1, 2, 3, 4, 7, 8, 5]"
"[[0], [1], [3, 2], [3], [], [0], [0, 0], [0, 0]]",0.6335090190232364,6,(x[0]+(x[0]**Constant)),(x[0]+(x[0]**0.15944888951230196)),0.6380102016843918,{'errortest': 0.6554326117467748},"[1, 1, 2, 1, 0, 1, 2, 2]"
"[[0], [2], [2], [3], [], [], [1], []]",0.663982540644384,5,((Constant**Constant)**Constant),((0.8662667869509019**0.9278124501420004)**0.02295480353970114),0.6447958824588421,{'errortest': 0.6633115113427152},"[1, 1, 1, 1, 0, 0, 1, 0]"
"[[0], [2], [3], [], [], [], [0], [0]]",0.6668062939773848,5,(x[0]**Constant),(x[0]**0.31939563374382796),0.6287734042250498,{'errortest': 0.6645498714165206},"[1, 1, 1, 0, 0, 0, 1, 1]"
"[[0], [2], [3], [], [], [], [0], [0]]",0.6715610936875405,5,(x[0]**Constant),(x[0]**0.582265034320054),0.6186835024581323,{'errortest': 0.6682643339547681},"[1, 1, 1, 0, 0, 0, 1, 1]"
"[[0], [3], [], [], [], [], [0], [0]]",0.6787748513240076,4,x[0],x[0],0.6042017681082171,{'errortest': 0.6747007220018417},"[1, 1, 0, 0, 0, 0, 1, 1]"
"[[0], [3], [], [], [], [], [0], [0]]",0.6787748513240076,4,x[0],x[0],0.6042017681082171,{'errortest': 0.6747007220018417},"[1, 1, 0, 0, 0, 0, 1, 1]"
"[[0], [3], [], [], [], [], [0], [0]]",0.6787748513240076,4,x[0],x[0],0.6042017681082171,{'errortest': 0.6747007220018417},"[1, 1, 0, 0, 0, 0, 1, 1]"
"[[0], [3], [], [], [], [], [0], [0]]",0.6787748513240076,4,x[0],x[0],0.6042017681082171,{'errortest': 0.6747007220018417},"[1, 1, 0, 0, 0, 0, 1, 1]"
"[[0], [3], [], [], [], [], [0], [0]]",0.6787748513240076,4,x[0],x[0],0.6042017681082171,{'errortest': 0.6747007220018417},"[1, 1, 0, 0, 0, 0, 1, 1]"
"[[0], [2], [2], [3], [], [], [1], []]",0.6912974415781362,5,((Constant**Constant)**Constant),((0.901340608442634**0.6591493439824235)**0.46367770768503247),0.6722846393938054,{'errortest': 0.6903968200984807},"[1, 1, 1, 1, 0, 0, 1, 0]"
"[[0], [2], [3], [], [], [], [1], []]",0.7231469111759973,4,(Constant**Constant),(0.7977499072947946**0.2928770388345022),0.704321543109878,{'errortest': 0.7220011903029845},"[1, 1, 1, 0, 0, 0, 1, 0]"
"[[0], [2], [3], [], [], [], [1], []]",0.7554718692421334,4,(Constant**Constant),(0.7324137505732505**0.32846484124152664),0.7368217673593696,{'errortest': 0.7540991788550487},"[1, 1, 1, 0, 0, 0, 1, 0]"
"[[0], [2], [3], [], [], [], [1], []]",0.8510455562769543,4,(Constant**Constant),(0.6469247938693754**0.49797044456699757),0.8328407799233642,{'errortest': 0.849105475343476},"[1, 1, 1, 0, 0, 0, 1, 0]"
"[[0], [3], [], [], [], [], [1], []]",0.8539370642216729,3,Constant,0.8020782953764919,0.8357443046783616,{'errortest': 0.8519818528084215},"[1, 1, 0, 0, 0, 0, 1, 0]"
"[[0], [2], [1], [2, 3], [0], [1, 0], [1, 0, 1], [0]]",0.9116468057619644,7,(((Constant-x[0]**Constant)+Constant)**Constant),(((0.7976460357538132-x[0]**0.3163506412733189)+0.7694471261620747)**0.504086970444613),0.9038869484170252,{'errortest': 0.9105289353647388},"[1, 1, 1, 2, 1, 2, 3, 1]"
"[[0], [2], [2], [2], [0], [2], [1, 0], [1]]",0.9472354468596509,7,(((Constant*x[1]**Constant)**Constant)**Constant),(((0.956798439601199*x[1]**0.6652228561893231)**0.8189975944298952)**0.19692699776335132),0.9465935316919207,{'errortest': 0.9531017977511776},"[1, 1, 1, 1, 1, 1, 2, 1]"
"[[0], [0], [3, 3], [], [], [2], [0, 1], [0]]",1.0207127880415674,5,x[0]*Constant,x[0]*0.6115718910356285,0.9729245900385559,{'errortest': 1.0143846885757464},"[1, 1, 2, 0, 0, 1, 2, 1]"
"[[0], [2], [0], [1, 3], [0, 0], [1, 1, 2, 0], [1, 1, 1, 1, 1], []]",1.0588431630067694,6,((Constant-Constant-Constant*Constant)+Constant**Constant),((0.8145615525718259-0.28440373482967873-0.9357672038363309*0.38358723167847864)+0.20719807536248913**0.5470633226200987),1.0413431058966505,{'errortest': 1.0560310699533064},"[1, 1, 1, 2, 2, 4, 5, 0]"
"[[0], [3], [], [], [], [], [1], []]",1.0620944132483778,3,Constant,0.5906044353765798,1.0446032971123982,{'errortest': 1.0592714517964468},"[1, 1, 0, 0, 0, 0, 1, 0]"
"[[0], [3], [], [], [], [], [1], []]",1.1264209955750641,3,Constant,0.5255056531739268,1.1090966388481989,{'errortest': 1.1233961950307967},"[1, 1, 0, 0, 0, 0, 1, 0]"
"[[0], [1], [1, 3], [2, 3], [0], [0, 0, 1], [1, 1, 0, 0], [0, 0]]",1.143972872213985,6,(((Constant+Constant**Constant)+x[0])-x[0]),(((0.38360578638672427+0.10359598822688831**0.9201620717722415)+x[0])-x[0]),1.1266909024184153,{'errortest': 1.1408970292561265},"[1, 1, 2, 2, 1, 3, 4, 2]"
"[[0], [0], [3, 3], [], [], [2], [0, 1], [0]]",1.2323764605466425,5,x[0]*Constant,x[0]*0.39885662620170204,1.196752344650546,{'errortest': 1.2264404787535872},"[1, 1, 2, 0, 0, 1, 2, 1]"
"[[0], [1], [2, 2], [2, 1], [1, 1, 0], [0, 3, 1, 0, 1], [1, 0, 0, 1, 0, 1], [0, 1, 1]]",1.3208946326262407,7,((((Constant+x[0])**Constant)**Constant)/(((x[1]-Constant)+x[1]-Constant)**Constant)),((((0.9417238319995663+x[0])**0.6929523501664866)**0.7968238220035518)/(((x[1]-0.144999622476489)+x[1]-0.29443758683482)**0.15604432886987485)),1.2975384807583275,{'errortest': 1.3159308346871244},"[1, 1, 2, 2, 3, 5, 6, 3]"
