genotype,fitness,tree_depth,original_phenotype,phenotype,fitness_validation,other_info,mapping_values
"[[0], [3], [], [], [], [1], []]",3.8380084001762356,3,Constant * (x[1]**Constant) * (x[2]),0.8024018277517103 * (x[1]**0.5778446869029628) * (x[2]),3.7500836323008815,{'errortest': 3.8483508907726396},"[1, 1, 0, 0, 0, 1, 0]"
"[[0], [1], [1, 2], [0, 2, 1], [2, 3, 0, 0], [0, 1, 0, 0, 1], [0, 0, 0]]",6.229539151637578,6,((x[0]*Constant/x[0])+((x[0]+Constant)**Constant)) * (x[1]**Constant) * (x[2]),((x[0]*0.31142537167011974/x[0])+((x[0]+0.8602366786068082)**0.12685492794482933)) * (x[1]**0.48201487212429095) * (x[2]),7.2803038574785806,{'errortest': 8.472206858483604},"[1, 1, 2, 3, 4, 5, 3]"
"[[0], [1], [3, 0], [1, 0], [1, 2, 3, 0], [0, 0, 0, 0, 1], [0, 0, 0, 0]]",11.462937681061167,6,(x[0]-(x[0]*x[0])/x[0]+Constant) * (x[1]**Constant) * (x[2]),(x[0]-(x[0]*x[0])/x[0]+0.08894456245000482) * (x[1]**0.9048862818386677) * (x[2]),12.260921252928819,{'errortest': 11.873440609708805},"[1, 1, 2, 2, 4, 5, 4]"
"[[0], [2], [2], [0], [2], [0, 1], [0]]",12.24518624975592,6,((x[0]*Constant**Constant)**Constant) * (x[1]**Constant) * (x[2]),((x[0]*0.2662035900658132**0.7922452857778538)**0.6200283411624176) * (x[1]**0.6194633232237506) * (x[2]),13.776455349515489,{'errortest': 15.64176579347427},"[1, 1, 1, 1, 1, 2, 1]"
"[[0], [1], [2, 2], [1, 1], [0, 1, 1], [0, 1, 0, 0], [0, 0, 0]]",13.145749313704867,6,(((x[0]+Constant)**Constant)-((x[0]-x[0])**Constant)) * (x[1]**Constant) * (x[2]),(((x[0]+0.023458915065944774)**0.012211810020834268)-((x[0]-x[0])**0.4498534973842879)) * (x[1]**0.5833579599442633) * (x[2]),13.05303611316632,{'errortest': 12.351112853943706},"[1, 1, 2, 2, 3, 4, 3]"
"[[0], [0], [3, 0], [2, 2], [3, 0], [1, 0, 0], [0, 0]]",15.166834110851276,6,Constant/x[0]+x[0] * (x[1]**Constant) * (x[2]),0.961606776962208/x[0]+x[0] * (x[1]**0.5485626696556442) * (x[2]),16.288264151676177,{'errortest': 17.554021733365254},"[1, 1, 2, 2, 2, 3, 2]"
"[[0], [3], [], [], [], [0], [0]]",16.76025605827881,4,x[0] * (x[1]**Constant) * (x[2]),x[0] * (x[1]**0.5134900161960967) * (x[2]),18.947943516112783,{'errortest': 21.799324906021347},"[1, 1, 0, 0, 0, 1, 1]"
"[[0], [0], [0, 3], [0, 0], [2, 0, 3, 0], [0, 0, 0, 1, 1], [0, 0, 0]]",17.4081040641051,6,x[0]*x[0]+x[0]/Constant+Constant * (x[1]**Constant) * (x[2]),x[0]*x[0]+x[0]/0.959827666787378+0.9451316878275791 * (x[1]**0.45783598538810344) * (x[2]),19.605208062014885,{'errortest': 21.127178733519823},"[1, 1, 2, 2, 4, 5, 3]"
"[[0], [3], [], [], [], [0], [0]]",18.385262347562307,4,x[0] * (x[1]**Constant) * (x[2]),x[0] * (x[1]**0.4945742832370036) * (x[2]),20.85139089236678,{'errortest': 23.863451131268498},"[1, 1, 0, 0, 0, 1, 1]"
"[[0], [0], [1, 2], [2, 1, 1], [0, 0, 3, 2], [0, 1, 1, 1, 1], [0]]",19.392502455697183,6,(x[0]+(Constant+Constant))/((Constant*Constant)**Constant) * (x[1]**Constant) * (x[2]),(x[0]+(0.32698520064885894+0.720377988367396))/((0.25790327640726907*0.9699259842360268)**0.8045000504907615) * (x[1]**0.2116406960076448) * (x[2]),22.04096915667461,{'errortest': 24.352660984737025},"[1, 1, 2, 3, 4, 5, 1]"
"[[0], [2], [3], [], [], [0], [0]]",20.071848790373192,5,(x[0]**Constant) * (x[1]**Constant) * (x[2]),(x[0]**0.28452322642260863) * (x[1]**0.6030540410584448) * (x[2]),20.106733674547257,{'errortest': 17.8395651611886},"[1, 1, 1, 0, 0, 1, 1]"
"[[0], [0], [0, 0], [0, 1, 1, 0], [0, 3, 0, 3, 3, 0, 3], [1, 1, 1, 1, 0, 0, 0, 1], [0, 0, 0]]",20.307724791929505,6,Constant+Constant/(Constant+Constant)/(x[0]/x[0])+x[0]/Constant * (x[1]**Constant) * (x[2]),0.8059135496597184+0.3590528408598923/(0.098751365205336+0.587811132752272)/(x[0]/x[0])+x[0]/0.5312308897101073 * (x[1]**0.37755476873079097) * (x[2]),23.037375435654855,{'errortest': 26.022937256625628},"[1, 1, 2, 4, 7, 8, 3]"
"[[0], [2], [2], [0], [2], [0, 1], [0]]",21.214840816428584,6,((x[0]*Constant**Constant)**Constant) * (x[1]**Constant) * (x[2]),((x[0]*0.80108015894375**0.482327877183903)**0.658391489575093) * (x[1]**0.4638658339502193) * (x[2]),23.800861161002803,{'errortest': 26.26060025828933},"[1, 1, 1, 1, 1, 2, 1]"
