genotype,fitness,mapping_values,tree_depth,original_phenotype,phenotype,fitness_validation,other_info
"[[0], [2], [2], [2, 3, 0], [2, 2], [0], [0, 0, 0, 1, 0], [1, 0, 0]]",0.2979440231507788,"[1, 1, 1, 1, 1, 0, 1, 1]",7,(((x[1]**Constant)**Constant)**Constant),(((x[1]**0.8837649505736607)**0.12006002154908091)**0.7651109734778204),0.36139643273442124,{'errortest': 0.34605691079652595}
"[[0], [2], [2], [0, 3, 0], [0, 0], [0, 3, 0], [0, 0, 0, 1, 0], [1, 0, 0]]",0.433870215120076,"[1, 1, 1, 1, 2, 3, 4, 3]",7,((x[1]+x[0]/x[0]+Constant**Constant)**Constant),((x[1]+x[0]/x[0]+0.9832350860427723**0.009881752421429968)**0.10641032411697948),0.40668486707415513,{'errortest': 0.43198385019650454}
"[[0], [0], [2, 1], [2, 2, 2], [1, 1, 1], [3, 3, 0, 3, 3], [1, 0, 1, 1, 1, 1], [0, 0, 0]]",0.5126482911195607,"[1, 1, 2, 3, 3, 5, 6, 1]",7,(((Constant/x[0])**Constant)**Constant)/(((Constant+Constant)**Constant)/((Constant/Constant)**Constant)),(((0.7642350333164866/x[0])**0.46386905599637107)**0.29087228969154244)/(((0.25998484296574353+0.1858137810775382)**0.96940715236226)/((0.8937739425799883/0.6243854605035992)**0.34402174217035286)),0.47544689653014277,{'errortest': 0.49254785306287435}
"[[0], [0], [2, 1], [3, 2, 3, 0], [2, 1, 0], [3, 1, 1, 1, 1, 0], [0, 0, 1, 1, 1, 1, 0], [0, 0]]",0.5726433041679404,"[1, 1, 2, 3, 1, 2, 3, 2]",7,(x[0]**Constant)/((x[0]**Constant)-Constant),(x[0]**0.471606371264928)/((x[0]**0.4033996459139696)-0.28236428058537766),0.6315538530124503,{'errortest': 0.6186706334868851}
"[[0], [2], [0], [3, 3], [2, 2], [0], [0, 1], [0, 0, 0]]",0.5805343835000188,"[1, 1, 1, 2, 0, 1, 2, 1]",6,(x[0]+Constant**Constant),(x[0]+0.15731903644648315**0.04545551757691502),0.6266241747235751,{'errortest': 0.6315532005335585}
"[[0], [2], [0], [3, 3], [2, 2], [0], [0, 1], [0, 0, 0]]",0.5818702900811208,"[1, 1, 1, 2, 0, 1, 2, 1]",6,(x[0]+Constant**Constant),(x[0]+0.8270091130917063**0.4865069422172963),0.6286188176480951,{'errortest': 0.6332171355899385}
"[[0], [2], [2], [2, 2], [0, 0], [3, 3], [0, 1, 1], [1, 1, 0]]",0.5918127462511088,"[1, 1, 1, 1, 1, 1, 2, 1]",7,(((x[1]/Constant**Constant)**Constant)**Constant),(((x[1]/0.9254706954982532**0.2301009979881551)**0.20839785834526692)**0.5599302667316411),0.5371955488177658,{'errortest': 0.5758044522857161}
"[[0], [2], [3, 3], [2, 2], [2, 2], [3], [0, 1], [1, 0, 0]]",0.5939900520481828,"[1, 1, 1, 0, 0, 0, 1, 1]",5,(x[1]**Constant),(x[1]**0.04620163896552232),0.666064110789486,{'errortest': 0.6447279408980173}
"[[0], [2], [0], [3, 3], [2, 2], [0], [0, 1], [0, 0, 0]]",0.594091672019029,"[1, 1, 1, 2, 0, 1, 2, 1]",6,(x[0]+Constant**Constant),(x[0]+0.4547764409418559**0.1950330454069059),0.6451999808693958,{'errortest': 0.6474962004495706}
"[[0], [0], [0, 2], [0, 3, 0], [1, 1, 2, 0], [0, 0, 2, 2, 0, 1, 2], [1, 0, 1, 0, 1, 0, 0, 0], [0, 0, 0, 0, 0]]",0.6095304100552064,"[1, 1, 2, 3, 4, 7, 8, 5]",7,(Constant+x[0])+(Constant*x[0])*Constant+(x[0]-x[0]*x[0]**Constant),(0.6497394262070817+x[0])+(0.43759749485691246*x[0])*0.0016378494692175227+(x[0]-x[0]*x[0]**0.3563663719389656),0.6715658903382427,{'errortest': 0.6657532293338341}
"[[0], [2], [2], [3], [1], [], [0, 0, 0], [1, 1, 1]]",0.6433311613332319,"[1, 1, 1, 1, 0, 0, 1, 1]",6,((x[1]**Constant)**Constant),((x[1]**0.3333835772570579)**0.359894590297701),0.5825138913641394,{'errortest': 0.6243417460310897}
"[[0], [2], [2], [2, 2], [1, 2], [3, 3], [0, 0, 1], [1, 0, 0]]",0.648835536263544,"[1, 1, 1, 1, 1, 1, 2, 2]",7,((((x[1]/x[0])**Constant)**Constant)**Constant),((((x[1]/x[0])**0.36872278602862096)**0.6926265342553828)**0.15267875890781235),0.7180876484674881,{'errortest': 0.6975651130248635}
"[[0], [2], [0, 2], [3, 3, 0], [2, 2, 2, 1], [0, 1, 2, 2, 2], [1, 0, 1, 0, 1, 0, 0, 0], [0, 0, 0]]",0.8353398725981765,"[1, 1, 1, 2, 0, 1, 2, 1]",6,(Constant+x[0]**Constant),(0.3393162109386524+x[0]**0.7188352677955948),0.9029610834823767,{'errortest': 0.8903857516229775}
"[[0], [2], [0], [0, 3, 0], [2, 2], [0, 3], [0, 0, 0, 1, 0], [0, 0, 0]]",0.854457223293654,"[1, 1, 1, 2, 2, 2, 3, 3]",7,(x[0]+x[0]/x[0]**Constant),(x[0]+x[0]/x[0]**0.09975803419812734),0.9011023603539777,{'errortest': 0.9078111829476492}
"[[0], [2], [0], [1, 2, 2], [1, 1, 1], [0, 0, 1, 2, 0], [1, 0, 1, 1, 1, 1], [0, 0, 0]]",0.9472438441496294,"[1, 1, 1, 2, 3, 5, 6, 1]",7,(((Constant+x[0])+(Constant-Constant))*((Constant+Constant)**Constant)**Constant),(((0.5986236823595077+x[0])+(0.19922609796973145-0.2928300971167318))*((0.3159768325472071+0.10731652355846655)**0.6643426337918513)**0.38554286286338135),1.0159247632571364,{'errortest': 1.0013821065656783}
"[[0], [2], [0], [2, 2, 2], [1, 2], [3, 3, 0, 3, 3], [0, 0, 0], [0, 0, 0]]",0.9614371386821876,"[1, 1, 1, 2, 2, 2, 3, 3]",7,(((x[0]/x[0])**Constant)/(x[0]**Constant)**Constant),(((x[0]/x[0])**0.6579784294453365)/(x[0]**0.12988859868669222)**0.9831036681040444),1.019249951946286,{'errortest': 1.004455261682959}
"[[0], [0], [0, 2], [0, 3, 2], [1, 0, 2, 0], [0, 0, 3, 1, 0, 1, 2], [1, 0, 1, 1, 1, 0, 0, 0], [0, 0, 0, 1, 0]]",0.9755683926318321,"[1, 1, 2, 3, 3, 5, 6, 2]",7,(Constant+x[0])+Constant/Constant-Constant+((x[0]**Constant)**Constant),(0.4257703474520176+x[0])+0.4488055112356275/0.921198649521797-0.14217780443955286+((x[0]**0.6125404353589046)**0.36569234159356756),0.9527841509794898,{'errortest': 0.9807899438139472}
"[[0], [2], [2, 1], [2, 0, 0], [0, 0, 0, 2, 2], [3, 3], [0, 1, 1], [0, 0, 0, 1, 0]]",1.0086083112194149,"[1, 1, 1, 1, 1, 1, 2, 1]",7,(((x[0]/Constant**Constant)**Constant)**Constant),(((x[0]/0.6794285614643867**0.12891067695224034)**0.11398152773920123)**0.9332719919913395),1.0700415295913273,{'errortest': 1.054881236029918}
"[[0], [2], [2, 1], [3, 3], [2, 2], [3, 3, 0, 3, 3], [0, 1], [0, 0, 0]]",1.009823868017403,"[1, 1, 1, 1, 0, 0, 1, 1]",6,((x[0]**Constant)**Constant),((x[0]**0.1817902072780514)**0.48937487749306396),1.0709893595174227,{'errortest': 1.0558344548476883}
"[[0], [2], [3], [2, 3, 0], [0, 1], [0], [0, 0, 0, 1, 0], [0, 0, 0]]",1.0199052601392484,"[1, 1, 1, 0, 0, 0, 1, 1]",5,(x[0]**Constant),(x[0]**0.1365721885756349),1.0817281858832986,{'errortest': 1.0664909249908372}
"[[0], [2], [2, 2], [0, 3, 0], [1, 2], [0, 0, 0], [0, 0, 0, 1, 0], [1, 0, 0]]",1.0368373073325736,"[1, 1, 1, 1, 2, 2, 3, 3]",7,(((x[1]+x[0])+x[0]**Constant)**Constant),(((x[1]+x[0])+x[0]**0.40080819850053984)**0.1399515969087679),0.9444369578651324,{'errortest': 1.0046083834857071}
"[[0], [2], [2, 1], [3, 2, 3, 0], [0, 0], [0, 0, 2, 2, 0, 1, 2], [0, 0, 0, 1, 0], [0, 0]]",1.0435728907183104,"[1, 1, 1, 1, 0, 0, 1, 1]",6,((x[0]**Constant)**Constant),((x[0]**0.7919013240980359)**0.31886232549381377),1.1068989642525464,{'errortest': 1.0914522655009355}
"[[0], [2], [0], [3, 3], [1], [0], [1, 0], [0, 1, 0]]",1.047032489290735,"[1, 1, 1, 2, 0, 1, 2, 1]",6,(Constant+x[0]**Constant),(0.056096926290791216+x[0]**0.5466402473687724),1.1137405699744287,{'errortest': 1.0981291443520573}
"[[0], [2], [2, 1], [2, 3, 0], [1, 1], [0, 2, 0], [1, 1, 1, 1, 1, 1], [0, 0, 0]]",1.0547921165759886,"[1, 1, 1, 1, 1, 1, 2, 0]",6,((((Constant+Constant)**Constant)**Constant)**Constant),((((0.39605459279708277+0.26615520467841614)**0.9122321903818789)**0.48414839970735657)**0.38019933891490254),1.1144397852199839,{'errortest': 1.099179458235517}
"[[0], [2], [3], [0, 3, 0], [0, 1], [3, 3], [1, 0, 0, 1, 1], [0, 0, 1]]",1.0577211918379197,"[1, 1, 1, 0, 0, 0, 1, 0]",4,(Constant**Constant),(0.7765016931566434**0.2864904956034092),1.117359161899513,{'errortest': 1.1020880709424687}
"[[0], [2], [2, 1], [2, 3, 0], [2, 2], [3, 1, 1, 1, 1, 0], [1, 0, 0, 1, 0], [0, 0]]",1.1524434976508564,"[1, 1, 1, 1, 1, 0, 1, 0]",6,(((Constant**Constant)**Constant)**Constant),(((0.15735359388215187**0.8917370143724759)**0.19759957498283032)**0.5636027953413898),1.2117793911229526,{'errortest': 1.1961933969524823}
"[[0], [2], [0, 3], [3, 3], [], [3], [0, 1], [0, 0, 0]]",1.1665392585209793,"[1, 1, 1, 2, 0, 1, 2, 1]",6,(x[0]/Constant**Constant),(x[0]/0.9680192005099134**0.02862738598508474),1.237297806171264,{'errortest': 1.2202701631741062}
"[[0], [3], [2, 1], [3, 2, 3, 0], [1, 1, 1], [0, 3, 0], [0, 0, 1, 1, 1, 1, 0], [0, 0, 0]]",1.1671584667126977,"[1, 1, 0, 0, 0, 0, 1, 1]",4,x[0],x[0],1.2379088350962821,{'errortest': 1.220874331740977}
"[[0], [3], [3, 0], [3, 2], [0, 1], [3, 2, 1, 1, 1, 0], [0, 1, 0, 1, 1], [0, 0, 0]]",1.1671584667126977,"[1, 1, 0, 0, 0, 0, 1, 1]",4,x[0],x[0],1.2379088350962821,{'errortest': 1.220874331740977}
"[[0], [3], [2], [3, 3], [1], [0, 3, 0], [0, 1], [0, 0, 0]]",1.1671584667126977,"[1, 1, 0, 0, 0, 0, 1, 1]",4,x[0],x[0],1.2379088350962821,{'errortest': 1.220874331740977}
"[[0], [3], [2, 3], [0, 2, 2], [1, 1, 1], [0, 0, 0, 3, 3], [0, 1, 0, 1, 1], [0, 0, 0]]",1.1671584667126977,"[1, 1, 0, 0, 0, 0, 1, 1]",4,x[0],x[0],1.2379088350962821,{'errortest': 1.220874331740977}
"[[0], [2], [2], [2, 0, 0], [1, 2], [1, 3, 3, 3, 0], [1, 1, 1, 1, 1, 0, 0, 0], [1, 0, 0]]",1.259258629258345,"[1, 1, 1, 1, 1, 1, 2, 0]",6,((((Constant-Constant)**Constant)**Constant)**Constant),((((0.538428513877052-0.4341811672925312)**0.18824892017864125)**0.8598379758441915)**0.8883198342060248),1.3182816519335152,{'errortest': 1.3024040174291007}
"[[0], [2], [2, 0], [3, 3, 0], [0, 1], [3, 3, 1], [1, 1, 0, 1, 1], [0, 0, 1]]",1.3826238750711175,"[1, 1, 1, 1, 0, 0, 1, 0]",5,((Constant**Constant)**Constant),((0.16124241439888087**0.34812937894250895)**0.8139233341558427),1.44132115077365,{'errortest': 1.4251689300446446}
"[[0], [1], [0, 0], [0, 3, 1, 3], [1, 0, 2, 2, 2], [3, 2, 3, 2, 3, 0, 2, 3], [0, 0, 0, 0, 1, 1, 0, 0, 1], [1, 0, 0, 1, 0, 0]]",1.4885843998428256,"[1, 1, 2, 4, 4, 7, 8, 6]",7,((x[1]/x[0])*x[0]/x[1]*Constant/(Constant+x[0])*x[0]),((x[1]/x[0])*x[0]/x[1]*0.8803203768654639/(0.648311122473679+x[0])*x[0]),1.5503250623682137,{'errortest': 1.5332662443132836}
"[[0], [0], [2, 3], [1, 2, 2], [1, 1, 1], [3, 3, 0, 3, 3], [1, 0, 0, 1, 1], [0, 1, 0]]",1.5913269433275463,"[1, 1, 2, 1, 2, 4, 5, 2]",7,(((Constant/x[0])/(x[1]+Constant))**Constant)/Constant,(((0.9028530448846028/x[0])/(x[1]+0.6823453798258547))**0.13669609587829068)/0.9229514924301454,1.6395955425236446,{'errortest': 1.6310382192137565}
"[[0], [0], [3, 1], [2, 2, 2], [1, 1, 1], [3, 3, 0, 3, 3], [0, 1, 0, 0, 1, 0], [0, 0, 0, 0]]",1.6167212010490069,"[1, 1, 2, 2, 2, 4, 5, 3]",7,x[0]/(((Constant/x[0])**Constant)+((x[0]/Constant)**Constant)),x[0]/(((0.8485886267598334/x[0])**0.12631438064294753)+((x[0]/0.5180850342009243)**0.6317753240692772)),1.6785547031772403,{'errortest': 1.6609166290108348}
"[[0], [3], [2, 1], [0, 2, 3, 0], [1, 1, 1], [3, 3, 0, 3, 3], [1, 0, 1, 1, 1, 1], [0, 0, 0]]",1.7474448084737408,"[1, 1, 0, 0, 0, 0, 1, 0]",3,Constant,0.22547708108543063,1.8053674661788695,{'errortest': 1.788650660179632}
"[[0], [3], [2], [3, 2], [2, 2], [0, 3, 0], [1, 0, 1, 1, 0], [0, 1, 0]]",1.9614966296697216,"[1, 1, 0, 0, 0, 0, 1, 0]",3,Constant,0.008976527774386844,2.0190668423196274,{'errortest': 2.002124910203222}
"[[0], [0], [2, 1], [2, 2, 0], [2, 1, 0, 2], [3, 1, 1, 1, 1, 0], [0, 0, 1, 0, 0, 0], [1, 0, 0, 1, 1]]",1.9707342659651141,"[1, 1, 2, 3, 4, 5, 6, 5]",7,((x[1]**Constant)**Constant)/(((x[0]-Constant)**Constant)-x[0]-x[1]-x[1]),((x[1]**0.36117399221230095)**0.1470532436887526)/(((x[0]-0.13978101967182155)**0.8679826131953535)-x[0]-x[1]-x[1]),2.028356145113829,{'errortest': 2.011345674521358}
"[[0], [2], [2], [2], [1], [2], [0, 0, 0], [1, 1, 1]]",7.096489669616658,"[1, 1, 1, 1, 1, 1, 2, 2]",7,((((x[1]*x[1])**Constant)**Constant)**Constant),((((x[1]*x[1])**0.5624863404549111)**0.2727395672056159)**0.9296116353447266),6.671008631261856,{'errortest': 6.991603926164924}
"[[0], [2], [2], [0, 3, 0], [0, 0], [0, 3, 0], [0, 0, 0, 1, 0], [1, 0, 0]]",15.77532607305162,"[1, 1, 1, 1, 2, 3, 4, 3]",7,((x[1]+x[0]/x[0]+Constant**Constant)**Constant),((x[1]+x[0]/x[0]+0.8103766546356291**0.4218448786182647)**0.3722626480961999),14.771762119715234,{'errortest': 15.55379851168886}
"[[0], [2], [0], [2, 0, 0], [0, 0, 2], [3, 3, 3, 3], [0, 0, 1, 1, 0], [0, 0, 0]]",23.367492255877888,"[1, 1, 1, 2, 3, 4, 5, 3]",7,((x[0]/x[0]**Constant)/Constant/Constant/x[0]**Constant),((x[0]/x[0]**0.4320093066139481)/0.043177808684865315/0.9004115492715079/x[0]**0.4206848324015656),23.277489819534075,{'errortest': 23.327554977873852}
"[[0], [2], [0, 2], [2, 2], [2, 1], [3, 0], [0, 1, 0], [1, 1, 0]]",46.611222424706575,"[1, 1, 1, 2, 2, 2, 3, 2]",7,((x[1]**Constant)/((Constant+x[1])**Constant)**Constant),((x[1]**0.629150836014882)/((0.8402598276125862+x[1])**0.5316438730730138)**0.2381470894970742),43.10115391127145,{'errortest': 45.86435848616515}
"[[0], [0], [2, 3], [2, 3, 0], [1, 1, 1], [3, 3, 0, 3, 3], [0, 0, 0, 1, 0], [1, 0, 0]]",99.86337027859133,"[1, 1, 2, 1, 1, 2, 3, 3]",7,(((x[1]/x[0])**Constant)**Constant)/x[0],(((x[1]/x[0])**0.7406051596952781)**0.7132259718081541)/x[0],89.30202338696556,{'errortest': 98.67201378027474}
"[[0], [0], [2, 0], [3, 3, 0], [0, 1, 1, 2], [0, 0, 2, 2, 0, 1, 2], [0, 0, 1, 1, 1, 0], [0, 0, 1]]",1478.0938779340331,"[1, 1, 2, 3, 2, 5, 6, 3]",7,(x[0]**Constant)+x[0]+Constant*Constant*(Constant+x[1]),(x[0]**0.8898053476883996)+x[0]+0.7310430978862971*0.8758496220943291*(0.5647862911028436+x[1]),1287.1095145528525,{'errortest': 1432.580597064571}
"[[0], [2], [0, 2], [0, 3, 0], [1, 2], [2, 0, 3, 2, 0, 1, 2], [0, 1, 1, 1], [1, 0, 0]]",1793.0593301809135,"[1, 1, 1, 2, 2, 3, 4, 1]",7,((x[1]*Constant)+Constant/Constant**Constant),((x[1]*0.7767394108829971)+0.40480669047465345/0.10480094407095164**0.7587686891584212),1561.3512521488294,{'errortest': 1737.8397789945464}
"[[0], [3], [2], [3, 2], [2, 2], [2, 3], [0, 1, 0], [1, 1, 0]]",2306.1588447264244,"[1, 1, 0, 0, 0, 0, 1, 1]",4,x[1],x[1],2007.881347756008,{'errortest': 2235.0718700848897}
"[[0], [0], [3, 2], [2, 2, 2], [1, 1, 1], [0, 3, 0], [0, 0, 0, 1, 0], [1, 1, 1]]",2307.1404895106557,"[1, 1, 2, 1, 1, 2, 3, 3]",7,x[1]+(((x[1]/x[1])**Constant)**Constant),x[1]+(((x[1]/x[1])**0.018207731869608446)**0.8002743799586174),2008.8538496513838,{'errortest': 2236.055359105122}
"[[0], [0], [3, 3], [0, 3, 0], [0, 1, 1, 2], [3], [0, 0], [1, 0, 0]]",3074.675923798995,"[1, 1, 2, 0, 0, 1, 2, 2]",5,x[1]/x[0],x[1]/x[0],2571.9652242587986,{'errortest': 2955.6944112697624}
"[[0], [2], [0], [2, 0, 0], [0, 2, 2], [0, 2, 0], [1, 1, 0, 1], [1, 0, 0]]",4423.149724648504,"[1, 1, 1, 2, 3, 3, 4, 1]",7,((Constant+Constant**Constant)*x[1]+Constant**Constant),((0.9227591518522855+0.9895718535593104**0.546881571917185)*x[1]+0.24266498312366147**0.6400848611783381),3851.3505792506576,{'errortest': 4286.905045322065}
