K,Rem,prandtl,nusselt
0.6,1909.1944245306736,0.7098417702555876,46.485070007610354
0.6,1857.8851448743703,0.7098414082554673,44.69697030029418
0.6,1730.388683035854,0.7098409255942689,44.696687104366426
0.6,1652.6363051051635,0.7098404429395035,41.50380363231802
0.6,1598.388811347971,0.709839960291171,41.50354067141304
0.6,1605.823061438229,0.7098394776492712,41.50327771367167
0.6,1520.2642037874205,0.709838995013804,41.50301475926239
0.6,1534.999406449389,0.7098385123847692,41.50275180818509
0.6,1553.5332401241287,0.7098380297621668,41.5024888603555
0.6,1497.0877114049356,0.7098376677994361,40.07117814645599
0.6,1908.9691572803963,0.7098360993360782,47.43021383167582
0.6,1857.6066884157228,0.7098344102976674,44.69286430915421
0.6,1730.0686417368545,0.7098326007010809,45.12570353316234
0.6,1652.2726792967408,0.7098307911949284,43.84751929179411
0.6,1597.9810606687572,0.7098288611547031,43.84640821182166
0.6,1605.3519744172013,0.7098269312173563,43.033347240270416
0.6,1519.7600519245211,0.709825121994521,43.43449625611009
0.6,1534.4365353173914,0.7098233128620927,42.248915473592106
0.6,1552.909091561468,0.7098215038200651,41.867300090353865
0.6,1496.4337401662588,0.7098200566515273,40.41027826223589
0.6,1906.422872114988,0.7098269312173563,46.68349722941717
0.6,1856.9384126503285,0.7098230716512659,44.686211373559615
0.6,1737.230075284964,0.7098188507219361,45.26404296585423
0.6,1665.504108757237,0.7098147508617937,43.38353115560925
0.6,1590.768297501112,0.7098105309025149,42.84775245420571
0.6,1575.2464380139202,0.7098061908861877,42.49697439667856
0.6,1488.6455525499289,0.7098019719247461,42.66806702924024
0.6,1529.1224520690266,0.7097977534550721,41.81238882774684
0.6,1542.4784498043723,0.7097936559839183,41.81013840867721
0.6,1511.9604777506336,0.709790643433453,40.355679385457
0.6,1905.9061332337585,0.7098140274052621,46.58460229046625
0.6,1856.3048265382236,0.7098071552892882,44.89270259719985
0.6,1736.4988592431314,0.7097996818373375,45.10620057420861
0.6,1664.6597118677898,0.7097923304308145,43.314592472204666
0.6,1589.8248606098932,0.709784739562005,43.00950748465652
0.6,1574.1715975319632,0.7097770298335686,42.61060840094537
0.6,1487.496930022812,0.7097695626006465,42.8027706621174
0.6,1527.8109934961012,0.7097622173110586,41.553936064593024
0.6,1541.0277046165177,0.7097549938910128,41.73673282300808
0.6,1510.4131393152602,0.7097494569125733,40.46077224051536
0.6,1905.2315186756232,0.7097971508566869,46.667928498855375
0.6,1855.476122712834,0.7097865467672823,44.79209507718742
0.6,1735.5520048338085,0.7097749822130951,45.06302803540171
0.6,1663.5715800302198,0.7097634213546735,43.31033949688174
0.6,1588.608250153009,0.7097516234553458,42.91984035507832
0.6,1572.7913246241178,0.709739588748956,42.53606957787438
0.6,1486.0219524577835,0.7097277986219398,42.90639950013388
0.6,1526.1207219413916,0.709716373086679,41.609267310266986
0.6,1539.1558061284024,0.7097051915866043,41.6628376536104
0.6,1508.4195627694364,0.7096965373169527,40.27141793240443
0.6,1916.501447927934,0.7097766684803575,46.75570438373028
0.6,1800.7549307411025,0.7097613745043767,45.18136737073152
0.6,1723.4251260448852,0.7097447631818327,44.784595737312806
0.6,1667.8767535121033,0.7097280391983446,43.24675956141965
0.6,1568.6197920572272,0.7097112027157796,42.97056372213579
0.6,1568.2481017295272,0.7096941337209861,42.61057332995689
0.6,1496.9148682426296,0.7096771929057962,42.64454759146141
0.6,1517.3595753928769,0.7096605001596126,41.65750453138087
0.6,1527.272820620473,0.7096441751537722,41.56567111764278
0.6,1505.7859356302097,0.7096319362421295,40.51092999590176
0.6,1915.535820599056,0.7097524660348133,46.74102680649116
0.6,1799.600714664299,0.70973164803656,45.13480765426057
0.6,1722.0676911354533,0.7097090385940864,44.83693712085374
0.6,1666.297169638141,0.7096864432883176,43.189949898984096
0.6,1566.889140829146,0.7096636219571999,42.916290679789775
0.6,1566.2678572189095,0.7096403350484862,42.58176577404006
0.6,1494.7765307433085,0.709617302992361,42.63272291768823
0.6,1514.9453213627023,0.7095946451610037,41.59038179782833
0.6,1524.5993465300935,0.7095726004069504,41.51751591341966
0.6,1502.9196567355627,0.7095559559641754,40.472917765856
0.6,1914.4179390456952,0.7097246712743679,46.7143049239055
0.6,1798.2750310266097,0.7096974988001136,45.16468289022884
0.6,1720.5080774737703,0.7096680649806483,44.79320653696419
0.6,1664.4851946674453,0.7096385351397464,43.16178750626459
0.6,1564.8954725277345,0.7096086697596479,42.92023333973828
0.6,1563.980313197298,0.7095782301226446,42.607311806402976
0.6,1492.307421187124,0.7095482949187247,42.59050437397761
0.6,1512.162719077823,0.7095188629254218,41.52453618440473
0.6,1521.5219128613178,0.709490171937737,41.46236670630253
0.6,1499.617621774701,0.7094684298343482,40.410253072411976
0.6,1892.5141920514284,0.7096924512989482,47.07860675892044
0.6,1754.532667081455,0.7096579789047267,44.74920977979944
0.6,1702.2608659623222,0.7096210207148779,44.81279894336854
0.6,1662.4784206778234,0.7095848192039806,43.99383614269105
0.6,1576.416582248499,0.7095470980274394,41.46539280465502
0.6,1590.6979393851675,0.7095076228992666,41.925502552857495
0.6,1496.540490121574,0.709469504684781,42.80374000920816
0.6,1497.7041447414008,0.7094317847003143,41.42065528829573
0.6,1496.6200092880138,0.7093945809417931,41.18183386513435
0.6,1468.3177409279772,0.7093659888358591,39.66614902759809
0.6,1891.125973354032,0.7096571385255508,47.06156776006977
0.6,1752.8875152714468,0.7096145449295961,44.69611657778462
0.6,1700.2955202045637,0.709569007430901,44.772870513580486
0.6,1660.1771989049437,0.7095244842537967,43.9651465725853
0.6,1573.8824857245934,0.7094779851857524,41.4072205197293
0.6,1587.7653847119518,0.7094292793930178,41.890181662274905
0.6,1493.4091356471572,0.7093823073773571,42.76250280645479
0.6,1494.2119946444227,0.7093358725983793,41.359153097366935
0.6,1492.777040558067,0.7092900919342702,41.113311544223016
0.6,1464.2054475455134,0.7092548152695946,39.640084571030016
0.6,1889.5818778091057,0.7096180225216666,47.02902484785999
0.6,1751.0648832055458,0.7095666123124224,44.67577926633987
0.6,1698.126183444963,0.7095115684664324,44.75747238967843
0.6,1657.635322492321,0.7094578024854062,43.91202494722504
0.6,1571.081043656414,0.7094017325225518,41.362482891393626
0.6,1584.5288504396794,0.7093430125060487,41.812561401563045
0.6,1489.9598469467255,0.709286289414368,42.71392985869393
0.6,1490.3650469080312,0.7092302489986659,41.29318407693452
0.6,1488.5430887454245,0.7091750067364638,41.06856335333943
0.6,1459.6739499972412,0.7091325068575902,39.56578778278912
0.6,1947.5151227601611,0.7095788290802949,47.0291369093913
0.6,1841.384160200979,0.7095169494818078,45.46586177135077
0.6,1699.734440832702,0.7094508784856565,43.515680119262015
0.6,1615.047059246008,0.7093839753828037,43.671185655311206
0.6,1545.695091232108,0.7093161262453633,42.364753907378656
0.6,1574.8230201423032,0.709248998545267,42.48951471535728
0.6,1529.7300519526807,0.7091843658496392,42.14059939858998
0.6,1541.6559403504605,0.7091185485444949,40.440629205085706
0.6,1507.0075725476663,0.7090523798263697,40.883649917586986
0.6,1475.927809996146,0.7090021261976583,39.93027583225479
0.6,1945.6452126914216,0.709532858071049,46.99941710797141
0.6,1839.1284739610176,0.7094601903804055,45.44887265989775
0.6,1697.1586473293737,0.7093829030847039,43.46360675153749
0.6,1612.1098547162176,0.7093045927374961,43.61263191136965
0.6,1542.4053436584345,0.7092250293503621,42.31871666480774
0.6,1570.9684196873998,0.7091464706141515,42.43121863210081
0.6,1525.5070269685375,0.709070800246806,42.05883786452857
0.6,1536.9321458810196,0.7089937574585385,40.38371293760436
0.6,1501.9228903737107,0.7089162924460634,40.81694676423711
0.6,1470.485760374008,0.7088574232825289,39.85518717745533
0.6,1943.6341796572412,0.7094836001375142,46.961376599166506
0.6,1836.7110041891892,0.7093994677014223,45.39664350736037
0.6,1694.4022750532897,0.7093098239727191,43.43763904584976
0.6,1608.9511458032578,0.7092192174542414,43.56108476029415
0.6,1538.8659750419208,0.7091273014265862,42.25449017129269
0.6,1566.8315275493078,0.7090364467327729,42.37003256572348
0.6,1520.9731369336994,0.7089490003228288,41.98957044283051
0.6,1531.8632219802253,0.7088600063165102,40.29531714864683
0.6,1496.4700255703349,0.7087705311891521,40.72122859672683
0.6,1464.65323919781,0.7087025492431916,39.76933087801061
0.6,1890.4973135693024,0.7094288022114073,46.42185140689024
0.6,1837.373606770792,0.7093343258054047,44.54464537535628
0.6,1714.753396285505,0.7092315540294559,44.767928185674144
0.6,1639.6014134342652,0.7091293125261268,42.98038022378
0.6,1561.883781697281,0.709025002892305,42.477264674524925
0.6,1542.455667857518,0.708918997356287,42.11342508876312
0.6,1453.6344328665512,0.7088157683689096,42.32445944303265
0.6,1489.1320261490755,0.7087148255233675,41.04296445386611
0.6,1498.167131962555,0.7086166171809031,41.04797752575558
0.6,1464.735470884923,0.7085418295638326,39.71539035253912
0.6,1888.217148023419,0.7093720627558017,46.388321815367696
0.6,1834.5825564326528,0.709264788991576,44.50843820683856
0.6,1711.5516043015682,0.7091480093271283,44.72933377428892
0.6,1635.9112721049548,0.7090320811243145,42.92308128634043
0.6,1557.779408024196,0.70891382292449,42.41071890411853
0.6,1537.805491154888,0.7087934941818458,42.04573057926357
