genotype,fitness,tree_depth,original_phenotype,phenotype,fitness_validation,other_info,mapping_values
"[[0], [2], [1], [0, 3], [2, 1], [2, 2, 3], [1, 1, 0, 1], [1]]",3.085045380084733,7,((Constant*(Constant*x[1])/Constant)**Constant),((0.48606060580785637*(0.3917832762289668*x[1])/0.966437534027715)**0.3053860693068484),3.283729755660194,{'errortest': 3.005333982748738},"[1, 1, 1, 2, 2, 3, 4, 1]"
"[[0], [2], [2], [0, 3], [2, 1], [2, 2, 3], [1, 1, 0], [1]]",3.25238748155922,7,((Constant*(Constant*x[1])**Constant)**Constant),((0.9165317010938187*(0.4177365810321976*x[1])**0.3222698397551299)**0.7083433848358202),3.6964056725065406,{'errortest': 3.701372743477696},"[1, 1, 1, 1, 2, 2, 3, 1]"
"[[0], [1], [1, 0], [1, 2, 2, 2], [1, 1, 2, 1, 0], [3, 3, 2, 3, 1, 0, 3, 0], [0, 0, 1, 1, 1, 0, 0, 0, 0], [1, 1, 0, 1, 1, 1]]",3.423753636406173,7,((((x[1]/x[1])/(Constant*Constant))/(Constant**Constant))-((x[0]+x[1])**Constant)/(x[1]+x[1]**Constant)),((((x[1]/x[1])/(0.2170487738271606*0.9101624814133795))/(0.5074121474757362**0.48678321887938836))-((x[0]+x[1])**0.8661036854314608)/(x[1]+x[1]**0.8185931046654326)),3.1960672510540085,{'errortest': 2.896526086682382},"[1, 1, 2, 4, 5, 8, 9, 6]"
"[[0], [2], [1], [0, 2], [0, 2, 1], [0, 0, 2, 0], [1, 1, 1, 0, 1], [1]]",3.6286786689043344,7,((Constant+Constant+Constant*((x[1]+Constant)**Constant))**Constant),((0.9027765902842906+0.9008509601173509+0.9739576381596842*((x[1]+0.17668573357804096)**0.244429454462463))**0.5775366158118961),4.1803381290455475,{'errortest': 4.315298343432978},"[1, 1, 1, 2, 3, 4, 5, 1]"
"[[0], [1], [2, 2], [3, 2], [2], [0], [0, 1], [0, 1]]",4.495313259140593,6,((x[0]**Constant)+((Constant**Constant)**Constant)),((x[0]**0.24326007537820338)+((0.739876118152269**0.0009970806796995024)**0.8435709953117976)),5.172472528849002,{'errortest': 5.420784551282475},"[1, 1, 2, 2, 1, 1, 2, 1]"
"[[0], [1], [2, 2], [1, 2, 2, 2], [2, 0, 2], [1, 1, 0], [1, 1, 1, 1], []]",4.615930342768426,6,(((Constant-Constant-Constant)**Constant)+((Constant**Constant)**Constant)),(((0.8974337032902876-0.11565487254366569-0.04620877165083748)**0.7216223847964205)+((0.3907215654020446**0.18097785499604524)**0.48326383987785027)),5.30179295717749,{'errortest': 5.553556097021952},"[1, 1, 2, 2, 3, 3, 4, 0]"
"[[0], [1], [2, 2], [3, 0], [2, 0], [1, 1, 1], [1, 1, 1, 1], []]",4.669106038763646,6,((Constant**Constant)-(Constant-Constant-Constant**Constant)),((0.5714812139278731**0.255310168476811)-(0.7118706855455309-0.7124451407480886-0.7565783773706403**0.8708916704994513)),5.359089723517756,{'errortest': 5.61396608508859},"[1, 1, 2, 2, 2, 3, 4, 0]"
"[[0], [2], [2], [1, 2], [2, 2, 1], [2, 3], [0, 0, 1], [1, 0]]",4.720423723383886,7,(((x[1]*x[0])**Constant)**Constant),(((x[1]*x[0])**0.106705242663234)**0.6354026607598006),5.4108341779289155,{'errortest': 5.664484961899417},"[1, 1, 1, 1, 2, 1, 2, 2]"
"[[0], [2], [1], [0, 3], [2, 1], [2, 2, 3], [1, 1, 0, 1], [1, 1, 0, 1, 1, 1]]",4.766492237116727,7,((Constant*(Constant*x[1])/Constant)**Constant),((0.5028414959378503*(0.11146252003844836*x[1])/0.0005053592442827437)**0.03519233943722233),5.461098173274372,{'errortest': 5.718083604743806},"[1, 1, 1, 2, 2, 3, 4, 1]"
"[[0], [1], [0, 3], [3, 1, 1, 2], [1, 2, 0, 2, 2], [1, 3, 1, 0, 3], [0, 1, 0, 0, 1, 1, 0, 0], [0, 1, 0, 1, 1]]",4.875690733096773,7,(x[0]-((Constant/x[1])-x[0])+Constant),(x[0]-((0.7131511724295819/x[1])-x[0])+0.11948174883367524),5.598447559642098,{'errortest': 5.895454325609013},"[1, 1, 2, 2, 2, 4, 5, 3]"
